,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,First Name,Middle Name,Last Name,Title
215,216,1,1,"Newell, Miss. Madeleine",1,31.0,1,0,35273,113.275,C,Madeleine,,Newell, Miss
216,217,1,3,"Honkanen, Miss. Eliina",1,27.0,0,0,STON/O2. 3101283,7.925,S,Eliina,,Honkanen, Miss
217,218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,42.0,1,0,243847,27.0,S,Sidney,Samuel,Jacobsohn, Mr
218,219,1,1,"Bazzani, Miss. Albina",1,32.0,0,0,11813,76.2917,C,Albina,,Bazzani, Miss
219,220,0,2,"Harris, Mr. Walter",0,30.0,0,0,W/C 14208,10.5,S,Walter,,Harris, Mr
220,221,1,3,"Sunderland, Mr. Victor Francis",0,16.0,0,0,SOTON/OQ 392089,8.05,S,Victor,Francis,Sunderland, Mr
221,222,0,2,"Bracken, Mr. James H",0,27.0,0,0,220367,13.0,S,James,H,Bracken, Mr
222,223,0,3,"Green, Mr. George Henry",0,51.0,0,0,21440,8.05,S,George,Henry,Green, Mr
223,224,0,3,"Nenkoff, Mr. Christo",0,,0,0,349234,7.8958,S,Christo,,Nenkoff, Mr
224,225,1,1,"Hoyt, Mr. Frederick Maxfield",0,38.0,1,0,19943,90.0,S,Frederick,Maxfield,Hoyt, Mr
225,226,0,3,"Berglund, Mr. Karl Ivar Sven",0,22.0,0,0,PP 4348,9.35,S,Karl,Ivar,Berglund, Mr
226,227,1,2,"Mellors, Mr. William John",0,19.0,0,0,SW/PP 751,10.5,S,William,John,Mellors, Mr
227,228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,20.5,0,0,A/5 21173,7.25,S,John,Hall,Lovell, Mr
228,229,0,2,"Fahlstrom, Mr. Arne Jonas",0,18.0,0,0,236171,13.0,S,Arne,Jonas,Fahlstrom, Mr
229,230,0,3,"Lefebre, Miss. Mathilde",1,,3,1,4133,25.4667,S,Mathilde,,Lefebre, Miss
230,231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,35.0,1,0,36973,83.475,S,Henry,Birkhardt,Harris, Mrs
231,232,0,3,"Larsson, Mr. Bengt Edvin",0,29.0,0,0,347067,7.775,S,Bengt,Edvin,Larsson, Mr
232,233,0,2,"Sjostedt, Mr. Ernst Adolf",0,59.0,0,0,237442,13.5,S,Ernst,Adolf,Sjostedt, Mr
233,234,1,3,"Asplund, Miss. Lillian Gertrud",1,5.0,4,2,347077,31.3875,S,Lillian,Gertrud,Asplund, Miss
234,235,0,2,"Leyson, Mr. Robert William Norman",0,24.0,0,0,C.A. 29566,10.5,S,Robert,William,Leyson, Mr
235,236,0,3,"Harknett, Miss. Alice Phoebe",1,,0,0,W./C. 6609,7.55,S,Alice,Phoebe,Harknett, Miss
236,237,0,2,"Hold, Mr. Stephen",0,44.0,1,0,26707,26.0,S,Stephen,,Hold, Mr
237,238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,8.0,0,2,C.A. 31921,26.25,S,Marjorie,"""Lottie""",Collyer, Miss
238,239,0,2,"Pengelly, Mr. Frederick William",0,19.0,0,0,28665,10.5,S,Frederick,William,Pengelly, Mr
239,240,0,2,"Hunt, Mr. George Henry",0,33.0,0,0,SCO/W 1585,12.275,S,George,Henry,Hunt, Mr
240,241,0,3,"Zabour, Miss. Thamine",1,,1,0,2665,14.4542,C,Thamine,,Zabour, Miss
241,242,1,3,"Murphy, Miss. Katherine ""Kate""",1,,1,0,367230,15.5,Q,Katherine,"""Kate""",Murphy, Miss
242,243,0,2,"Coleridge, Mr. Reginald Charles",0,29.0,0,0,W./C. 14263,10.5,S,Reginald,Charles,Coleridge, Mr
243,244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,22.0,0,0,STON/O 2. 3101275,7.125,S,Matti,Alexanteri,Maenpaa, Mr
244,245,0,3,"Attalah, Mr. Sleiman",0,30.0,0,0,2694,7.225,C,Sleiman,,Attalah, Mr
245,246,0,1,"Minahan, Dr. William Edward",0,44.0,2,0,19928,90.0,Q,William,Edward,Minahan, Dr
246,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,25.0,0,0,347071,7.775,S,Agda,Thorilda,Lindahl, Miss
247,248,1,2,"Hamalainen, Mrs. William (Anna)",1,24.0,0,2,250649,14.5,S,William,(Anna),Hamalainen, Mrs
248,249,1,1,"Beckwith, Mr. Richard Leonard",0,37.0,1,1,11751,52.5542,S,Richard,Leonard,Beckwith, Mr
249,250,0,2,"Carter, Rev. Ernest Courtenay",0,54.0,1,0,244252,26.0,S,Ernest,Courtenay,Carter, Rev
250,251,0,3,"Reed, Mr. James George",0,,0,0,362316,7.25,S,James,George,Reed, Mr
251,252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,29.0,1,1,347054,10.4625,S,Wilhelm,(Elna,Strom, Mrs
252,253,0,1,"Stead, Mr. William Thomas",0,62.0,0,0,113514,26.55,S,William,Thomas,Stead, Mr
253,254,0,3,"Lobb, Mr. William Arthur",0,30.0,1,0,A/5. 3336,16.1,S,William,Arthur,Lobb, Mr
254,255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,41.0,0,2,370129,20.2125,S,Viktor,(Helena,Rosblom, Mrs
255,256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,29.0,0,2,2650,15.2458,C,Darwis,(Hanne,Touma, Mrs
256,257,1,1,"Thorne, Mrs. Gertrude Maybelle",1,,0,0,PC 17585,79.2,C,Gertrude,Maybelle,Thorne, Mrs
257,258,1,1,"Cherry, Miss. Gladys",1,30.0,0,0,110152,86.5,S,Gladys,,Cherry, Miss
258,259,1,1,"Ward, Miss. Anna",1,35.0,0,0,PC 17755,512.3292,C,Anna,,Ward, Miss
259,260,1,2,"Parrish, Mrs. (Lutie Davis)",1,50.0,0,1,230433,26.0,S,(Lutie,Davis),Parrish, Mrs
260,261,0,3,"Smith, Mr. Thomas",0,,0,0,384461,7.75,Q,Thomas,,Smith, Mr
261,262,1,3,"Asplund, Master. Edvin Rojj Felix",0,3.0,4,2,347077,31.3875,S,Edvin,Rojj,Asplund, Master
262,263,0,1,"Taussig, Mr. Emil",0,52.0,1,1,110413,79.65,S,Emil,,Taussig, Mr
263,264,0,1,"Harrison, Mr. William",0,40.0,0,0,112059,0.0,S,William,,Harrison, Mr
264,265,0,3,"Henry, Miss. Delia",1,,0,0,382649,7.75,Q,Delia,,Henry, Miss
265,266,0,2,"Reeves, Mr. David",0,36.0,0,0,C.A. 17248,10.5,S,David,,Reeves, Mr
266,267,0,3,"Panula, Mr. Ernesti Arvid",0,16.0,4,1,3101295,39.6875,S,Ernesti,Arvid,Panula, Mr
267,268,1,3,"Persson, Mr. Ernst Ulrik",0,25.0,1,0,347083,7.775,S,Ernst,Ulrik,Persson, Mr
268,269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",1,58.0,0,1,PC 17582,153.4625,S,William,Thompson,Graham, Mrs
269,270,1,1,"Bissette, Miss. Amelia",1,35.0,0,0,PC 17760,135.6333,S,Amelia,,Bissette, Miss
270,271,0,1,"Cairns, Mr. Alexander",0,,0,0,113798,31.0,S,Alexander,,Cairns, Mr
271,272,1,3,"Tornquist, Mr. William Henry",0,25.0,0,0,LINE,0.0,S,William,Henry,Tornquist, Mr
272,273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,41.0,0,1,250644,19.5,S,(Elizabeth,Anne,Mellinger, Mrs
273,274,0,1,"Natsch, Mr. Charles H",0,37.0,0,1,PC 17596,29.7,C,Charles,H,Natsch, Mr
274,275,1,3,"Healy, Miss. Hanora ""Nora""",1,,0,0,370375,7.75,Q,Hanora,"""Nora""",Healy, Miss
275,276,1,1,"Andrews, Miss. Kornelia Theodosia",1,63.0,1,0,13502,77.9583,S,Kornelia,Theodosia,Andrews, Miss
276,277,0,3,"Lindblom, Miss. Augusta Charlotta",1,45.0,0,0,347073,7.75,S,Augusta,Charlotta,Lindblom, Miss
277,278,0,2,"Parkes, Mr. Francis ""Frank""",0,,0,0,239853,0.0,S,Francis,"""Frank""",Parkes, Mr
278,279,0,3,"Rice, Master. Eric",0,7.0,4,1,382652,29.125,Q,Eric,,Rice, Master
279,280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,35.0,1,1,C.A. 2673,20.25,S,Stanton,(Rosa,Abbott, Mrs
280,281,0,3,"Duane, Mr. Frank",0,65.0,0,0,336439,7.75,Q,Frank,,Duane, Mr
281,282,0,3,"Olsson, Mr. Nils Johan Goransson",0,28.0,0,0,347464,7.8542,S,Nils,Johan,Olsson, Mr
282,283,0,3,"de Pelsmaeker, Mr. Alfons",0,16.0,0,0,345778,9.5,S,Alfons,,de Pelsmaeker, Mr
283,284,1,3,"Dorking, Mr. Edward Arthur",0,19.0,0,0,A/5. 10482,8.05,S,Edward,Arthur,Dorking, Mr
284,285,0,1,"Smith, Mr. Richard William",0,,0,0,113056,26.0,S,Richard,William,Smith, Mr
285,286,0,3,"Stankovic, Mr. Ivan",0,33.0,0,0,349239,8.6625,C,Ivan,,Stankovic, Mr
286,287,1,3,"de Mulder, Mr. Theodore",0,30.0,0,0,345774,9.5,S,Theodore,,de Mulder, Mr
287,288,0,3,"Naidenoff, Mr. Penko",0,22.0,0,0,349206,7.8958,S,Penko,,Naidenoff, Mr
288,289,1,2,"Hosono, Mr. Masabumi",0,42.0,0,0,237798,13.0,S,Masabumi,,Hosono, Mr
289,290,1,3,"Connolly, Miss. Kate",1,22.0,0,0,370373,7.75,Q,Kate,,Connolly, Miss
290,291,1,1,"Barber, Miss. Ellen ""Nellie""",1,26.0,0,0,19877,78.85,S,Ellen,"""Nellie""",Barber, Miss
291,292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,19.0,1,0,11967,91.0792,C,Dickinson,H,Bishop, Mrs
292,293,0,2,"Levy, Mr. Rene Jacques",0,36.0,0,0,SC/Paris 2163,12.875,C,Rene,Jacques,Levy, Mr
293,294,0,3,"Haas, Miss. Aloisia",1,24.0,0,0,349236,8.85,S,Aloisia,,Haas, Miss
294,295,0,3,"Mineff, Mr. Ivan",0,24.0,0,0,349233,7.8958,S,Ivan,,Mineff, Mr
295,296,0,1,"Lewy, Mr. Ervin G",0,,0,0,PC 17612,27.7208,C,Ervin,G,Lewy, Mr
296,297,0,3,"Hanna, Mr. Mansour",0,23.5,0,0,2693,7.2292,C,Mansour,,Hanna, Mr
297,298,0,1,"Allison, Miss. Helen Loraine",1,2.0,1,2,113781,151.55,S,Helen,Loraine,Allison, Miss
298,299,1,1,"Saalfeld, Mr. Adolphe",0,,0,0,19988,30.5,S,Adolphe,,Saalfeld, Mr
299,300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,50.0,0,1,PC 17558,247.5208,C,James,(Helene,Baxter, Mrs
300,301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,,0,0,9234,7.75,Q,Anna,Katherine,Kelly, Miss
301,302,1,3,"McCoy, Mr. Bernard",0,,2,0,367226,23.25,Q,Bernard,,McCoy, Mr
302,303,0,3,"Johnson, Mr. William Cahoone Jr",0,19.0,0,0,LINE,0.0,S,William,Cahoone,Johnson, Mr
303,304,1,2,"Keane, Miss. Nora A",1,,0,0,226593,12.35,Q,Nora,A,Keane, Miss
304,305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,,0,0,A/5 2466,8.05,S,Howard,Hugh,Williams, Mr
305,306,1,1,"Allison, Master. Hudson Trevor",0,0.92,1,2,113781,151.55,S,Hudson,Trevor,Allison, Master
306,307,1,1,"Fleming, Miss. Margaret",1,,0,0,17421,110.8833,C,Margaret,,Fleming, Miss
307,308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,17.0,1,0,PC 17758,108.9,C,Victor,de,Penasco y Castellana, Mrs
308,309,0,2,"Abelson, Mr. Samuel",0,30.0,1,0,P/PP 3381,24.0,C,Samuel,,Abelson, Mr
309,310,1,1,"Francatelli, Miss. Laura Mabel",1,30.0,0,0,PC 17485,56.9292,C,Laura,Mabel,Francatelli, Miss
310,311,1,1,"Hays, Miss. Margaret Bechstein",1,24.0,0,0,11767,83.1583,C,Margaret,Bechstein,Hays, Miss
311,312,1,1,"Ryerson, Miss. Emily Borie",1,18.0,2,2,PC 17608,262.375,C,Emily,Borie,Ryerson, Miss
312,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,26.0,1,1,250651,26.0,S,William,(Anna,Lahtinen, Mrs
313,314,0,3,"Hendekovic, Mr. Ignjac",0,28.0,0,0,349243,7.8958,S,Ignjac,,Hendekovic, Mr
314,315,0,2,"Hart, Mr. Benjamin",0,43.0,1,1,F.C.C. 13529,26.25,S,Benjamin,,Hart, Mr
315,316,1,3,"Nilsson, Miss. Helmina Josefina",1,26.0,0,0,347470,7.8542,S,Helmina,Josefina,Nilsson, Miss
316,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,24.0,1,0,244367,26.0,S,Sinai,(Miriam,Kantor, Mrs
317,318,0,2,"Moraweck, Dr. Ernest",0,54.0,0,0,29011,14.0,S,Ernest,,Moraweck, Dr
318,319,1,1,"Wick, Miss. Mary Natalie",1,31.0,0,2,36928,164.8667,S,Mary,Natalie,Wick, Miss
319,320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,40.0,1,1,16966,134.5,C,Frederic,Oakley,Spedden, Mrs
320,321,0,3,"Dennis, Mr. Samuel",0,22.0,0,0,A/5 21172,7.25,S,Samuel,,Dennis, Mr
321,322,0,3,"Danoff, Mr. Yoto",0,27.0,0,0,349219,7.8958,S,Yoto,,Danoff, Mr
322,323,1,2,"Slayter, Miss. Hilda Mary",1,30.0,0,0,234818,12.35,Q,Hilda,Mary,Slayter, Miss
323,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,22.0,1,1,248738,29.0,S,Albert,Francis,Caldwell, Mrs
324,325,0,3,"Sage, Mr. George John Jr",0,,8,2,CA. 2343,69.55,S,George,John,Sage, Mr
325,326,1,1,"Young, Miss. Marie Grice",1,36.0,0,0,PC 17760,135.6333,C,Marie,Grice,Young, Miss
326,327,0,3,"Nysveen, Mr. Johan Hansen",0,61.0,0,0,345364,6.2375,S,Johan,Hansen,Nysveen, Mr
327,328,1,2,"Ball, Mrs. (Ada E Hall)",1,36.0,0,0,28551,13.0,S,(Ada,E,Ball, Mrs
328,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,31.0,1,1,363291,20.525,S,Frank,John,Goldsmith, Mrs
329,330,1,1,"Hippach, Miss. Jean Gertrude",1,16.0,0,1,111361,57.9792,C,Jean,Gertrude,Hippach, Miss
330,331,1,3,"McCoy, Miss. Agnes",1,,2,0,367226,23.25,Q,Agnes,,McCoy, Miss
331,332,0,1,"Partner, Mr. Austen",0,45.5,0,0,113043,28.5,S,Austen,,Partner, Mr
332,333,0,1,"Graham, Mr. George Edward",0,38.0,0,1,PC 17582,153.4625,S,George,Edward,Graham, Mr
333,334,0,3,"Vander Planke, Mr. Leo Edmondus",0,16.0,2,0,345764,18.0,S,Leo,Edmondus,Vander Planke, Mr
334,335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,,1,0,PC 17611,133.65,S,Henry,William,Frauenthal, Mrs
335,336,0,3,"Denkoff, Mr. Mitto",0,,0,0,349225,7.8958,S,Mitto,,Denkoff, Mr
336,337,0,1,"Pears, Mr. Thomas Clinton",0,29.0,1,0,113776,66.6,S,Thomas,Clinton,Pears, Mr
337,338,1,1,"Burns, Miss. Elizabeth Margaret",1,41.0,0,0,16966,134.5,C,Elizabeth,Margaret,Burns, Miss
338,339,1,3,"Dahl, Mr. Karl Edwart",0,45.0,0,0,7598,8.05,S,Karl,Edwart,Dahl, Mr
339,340,0,1,"Blackwell, Mr. Stephen Weart",0,45.0,0,0,113784,35.5,S,Stephen,Weart,Blackwell, Mr
340,341,1,2,"Navratil, Master. Edmond Roger",0,2.0,1,1,230080,26.0,S,Edmond,Roger,Navratil, Master
341,342,1,1,"Fortune, Miss. Alice Elizabeth",1,24.0,3,2,19950,263.0,S,Alice,Elizabeth,Fortune, Miss
342,343,0,2,"Collander, Mr. Erik Gustaf",0,28.0,0,0,248740,13.0,S,Erik,Gustaf,Collander, Mr
343,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,25.0,0,0,244361,13.0,S,Charles,Frederick,Sedgwick, Mr
344,345,0,2,"Fox, Mr. Stanley Hubert",0,36.0,0,0,229236,13.0,S,Stanley,Hubert,Fox, Mr
345,346,1,2,"Brown, Miss. Amelia ""Mildred""",1,24.0,0,0,248733,13.0,S,Amelia,"""Mildred""",Brown, Miss
346,347,1,2,"Smith, Miss. Marion Elsie",1,40.0,0,0,31418,13.0,S,Marion,Elsie,Smith, Miss
347,348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,,1,0,386525,16.1,S,Thomas,Henry,Davison, Mrs
348,349,1,3,"Coutts, Master. William Loch ""William""",0,3.0,1,1,C.A. 37671,15.9,S,William,Loch,Coutts, Master
349,350,0,3,"Dimic, Mr. Jovan",0,42.0,0,0,315088,8.6625,S,Jovan,,Dimic, Mr
350,351,0,3,"Odahl, Mr. Nils Martin",0,23.0,0,0,7267,9.225,S,Nils,Martin,Odahl, Mr
351,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,,0,0,113510,35.0,S,Fletcher,Fellows,Williams-Lambert, Mr
352,353,0,3,"Elias, Mr. Tannous",0,15.0,1,1,2695,7.2292,C,Tannous,,Elias, Mr
353,354,0,3,"Arnold-Franchi, Mr. Josef",0,25.0,1,0,349237,17.8,S,Josef,,Arnold-Franchi, Mr
354,355,0,3,"Yousif, Mr. Wazli",0,,0,0,2647,7.225,C,Wazli,,Yousif, Mr
355,356,0,3,"Vanden Steen, Mr. Leo Peter",0,28.0,0,0,345783,9.5,S,Leo,Peter,Vanden Steen, Mr
356,357,1,1,"Bowerman, Miss. Elsie Edith",1,22.0,0,1,113505,55.0,S,Elsie,Edith,Bowerman, Miss
357,358,0,2,"Funk, Miss. Annie Clemmer",1,38.0,0,0,237671,13.0,S,Annie,Clemmer,Funk, Miss
358,359,1,3,"McGovern, Miss. Mary",1,,0,0,330931,7.8792,Q,Mary,,McGovern, Miss
359,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,,0,0,330980,7.8792,Q,Helen,Mary,Mockler, Miss
360,361,0,3,"Skoog, Mr. Wilhelm",0,40.0,1,4,347088,27.9,S,Wilhelm,,Skoog, Mr
361,362,0,2,"del Carlo, Mr. Sebastiano",0,29.0,1,0,SC/PARIS 2167,27.7208,C,Sebastiano,,del Carlo, Mr
362,363,0,3,"Barbara, Mrs. (Catherine David)",1,45.0,0,1,2691,14.4542,C,(Catherine,David),Barbara, Mrs
363,364,0,3,"Asim, Mr. Adola",0,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,Adola,,Asim, Mr
364,365,0,3,"O'Brien, Mr. Thomas",0,,1,0,370365,15.5,Q,Thomas,,O'Brien, Mr
365,366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,30.0,0,0,C 7076,7.25,S,Mauritz,Nils,Adahl, Mr
366,367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60.0,1,0,110813,75.25,C,Frank,Manley,Warren, Mrs
367,368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,,0,0,2626,7.2292,C,(Mantoura,Boulos),Moussa, Mrs
368,369,1,3,"Jermyn, Miss. Annie",1,,0,0,14313,7.75,Q,Annie,,Jermyn, Miss
369,370,1,1,"Aubart, Mme. Leontine Pauline",1,24.0,0,0,PC 17477,69.3,C,Leontine,Pauline,Aubart, Mme
370,371,1,1,"Harder, Mr. George Achilles",0,25.0,1,0,11765,55.4417,C,George,Achilles,Harder, Mr
371,372,0,3,"Wiklund, Mr. Jakob Alfred",0,18.0,1,0,3101267,6.4958,S,Jakob,Alfred,Wiklund, Mr
372,373,0,3,"Beavan, Mr. William Thomas",0,19.0,0,0,323951,8.05,S,William,Thomas,Beavan, Mr
373,374,0,1,"Ringhini, Mr. Sante",0,22.0,0,0,PC 17760,135.6333,C,Sante,,Ringhini, Mr
374,375,0,3,"Palsson, Miss. Stina Viola",1,3.0,3,1,349909,21.075,S,Stina,Viola,Palsson, Miss
375,376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,,1,0,PC 17604,82.1708,C,Edgar,Joseph,Meyer, Mrs
376,377,1,3,"Landergren, Miss. Aurora Adelia",1,22.0,0,0,C 7077,7.25,S,Aurora,Adelia,Landergren, Miss
377,378,0,1,"Widener, Mr. Harry Elkins",0,27.0,0,2,113503,211.5,C,Harry,Elkins,Widener, Mr
378,379,0,3,"Betros, Mr. Tannous",0,20.0,0,0,2648,4.0125,C,Tannous,,Betros, Mr
379,380,0,3,"Gustafsson, Mr. Karl Gideon",0,19.0,0,0,347069,7.775,S,Karl,Gideon,Gustafsson, Mr
380,381,1,1,"Bidois, Miss. Rosalie",1,42.0,0,0,PC 17757,227.525,C,Rosalie,,Bidois, Miss
381,382,1,3,"Nakid, Miss. Maria (""Mary"")",1,1.0,0,2,2653,15.7417,C,Maria,"(""Mary"")",Nakid, Miss
382,383,0,3,"Tikkanen, Mr. Juho",0,32.0,0,0,STON/O 2. 3101293,7.925,S,Juho,,Tikkanen, Mr
383,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,35.0,1,0,113789,52.0,S,Alexander,Oskar,Holverson, Mrs
384,385,0,3,"Plotcharsky, Mr. Vasil",0,,0,0,349227,7.8958,S,Vasil,,Plotcharsky, Mr
385,386,0,2,"Davies, Mr. Charles Henry",0,18.0,0,0,S.O.C. 14879,73.5,S,Charles,Henry,Davies, Mr
386,387,0,3,"Goodwin, Master. Sidney Leonard",0,1.0,5,2,CA 2144,46.9,S,Sidney,Leonard,Goodwin, Master
387,388,1,2,"Buss, Miss. Kate",1,36.0,0,0,27849,13.0,S,Kate,,Buss, Miss
388,389,0,3,"Sadlier, Mr. Matthew",0,,0,0,367655,7.7292,Q,Matthew,,Sadlier, Mr
389,390,1,2,"Lehmann, Miss. Bertha",1,17.0,0,0,SC 1748,12.0,C,Bertha,,Lehmann, Miss
390,391,1,1,"Carter, Mr. William Ernest",0,36.0,1,2,113760,120.0,S,William,Ernest,Carter, Mr
391,392,1,3,"Jansson, Mr. Carl Olof",0,21.0,0,0,350034,7.7958,S,Carl,Olof,Jansson, Mr
392,393,0,3,"Gustafsson, Mr. Johan Birger",0,28.0,2,0,3101277,7.925,S,Johan,Birger,Gustafsson, Mr
393,394,1,1,"Newell, Miss. Marjorie",1,23.0,1,0,35273,113.275,C,Marjorie,,Newell, Miss
394,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,24.0,0,2,PP 9549,16.7,S,Hjalmar,(Agnes,Sandstrom, Mrs
395,396,0,3,"Johansson, Mr. Erik",0,22.0,0,0,350052,7.7958,S,Erik,,Johansson, Mr
396,397,0,3,"Olsson, Miss. Elina",1,31.0,0,0,350407,7.8542,S,Elina,,Olsson, Miss
397,398,0,2,"McKane, Mr. Peter David",0,46.0,0,0,28403,26.0,S,Peter,David,McKane, Mr
398,399,0,2,"Pain, Dr. Alfred",0,23.0,0,0,244278,10.5,S,Alfred,,Pain, Dr
399,400,1,2,"Trout, Mrs. William H (Jessie L)",1,28.0,0,0,240929,12.65,S,William,H,Trout, Mrs
400,401,1,3,"Niskanen, Mr. Juha",0,39.0,0,0,STON/O 2. 3101289,7.925,S,Juha,,Niskanen, Mr
401,402,0,3,"Adams, Mr. John",0,26.0,0,0,341826,8.05,S,John,,Adams, Mr
402,403,0,3,"Jussila, Miss. Mari Aina",1,21.0,1,0,4137,9.825,S,Mari,Aina,Jussila, Miss
403,404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,28.0,1,0,STON/O2. 3101279,15.85,S,Pekka,Pietari,Hakkarainen, Mr
404,405,0,3,"Oreskovic, Miss. Marija",1,20.0,0,0,315096,8.6625,S,Marija,,Oreskovic, Miss
405,406,0,2,"Gale, Mr. Shadrach",0,34.0,1,0,28664,21.0,S,Shadrach,,Gale, Mr
406,407,0,3,"Widegren, Mr. Carl/Charles Peter",0,51.0,0,0,347064,7.75,S,Carl/Charles,Peter,Widegren, Mr
407,408,1,2,"Richards, Master. William Rowe",0,3.0,1,1,29106,18.75,S,William,Rowe,Richards, Master
408,409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,21.0,0,0,312992,7.775,S,Hans,Martin,Birkeland, Mr
409,410,0,3,"Lefebre, Miss. Ida",1,,3,1,4133,25.4667,S,Ida,,Lefebre, Miss
410,411,0,3,"Sdycoff, Mr. Todor",0,,0,0,349222,7.8958,S,Todor,,Sdycoff, Mr
411,412,0,3,"Hart, Mr. Henry",0,,0,0,394140,6.8583,Q,Henry,,Hart, Mr
412,413,1,1,"Minahan, Miss. Daisy E",1,33.0,1,0,19928,90.0,Q,Daisy,E,Minahan, Miss
413,414,0,2,"Cunningham, Mr. Alfred Fleming",0,,0,0,239853,0.0,S,Alfred,Fleming,Cunningham, Mr
414,415,1,3,"Sundman, Mr. Johan Julian",0,44.0,0,0,STON/O 2. 3101269,7.925,S,Johan,Julian,Sundman, Mr
415,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,,0,0,343095,8.05,S,Thomas,(Annie,Meek, Mrs
416,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,34.0,1,1,28220,32.5,S,James,Vivian,Drew, Mrs
417,418,1,2,"Silven, Miss. Lyyli Karoliina",1,18.0,0,2,250652,13.0,S,Lyyli,Karoliina,Silven, Miss
418,419,0,2,"Matthews, Mr. William John",0,30.0,0,0,28228,13.0,S,William,John,Matthews, Mr
419,420,0,3,"Van Impe, Miss. Catharina",1,10.0,0,2,345773,24.15,S,Catharina,,Van Impe, Miss
420,421,0,3,"Gheorgheff, Mr. Stanio",0,,0,0,349254,7.8958,C,Stanio,,Gheorgheff, Mr
421,422,0,3,"Charters, Mr. David",0,21.0,0,0,A/5. 13032,7.7333,Q,David,,Charters, Mr
422,423,0,3,"Zimmerman, Mr. Leo",0,29.0,0,0,315082,7.875,S,Leo,,Zimmerman, Mr
423,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,28.0,1,1,347080,14.4,S,Ernst,Gilbert,Danbom, Mrs
424,425,0,3,"Rosblom, Mr. Viktor Richard",0,18.0,1,1,370129,20.2125,S,Viktor,Richard,Rosblom, Mr
425,426,0,3,"Wiseman, Mr. Phillippe",0,,0,0,A/4. 34244,7.25,S,Phillippe,,Wiseman, Mr
426,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,28.0,1,0,2003,26.0,S,Charles,V,Clarke, Mrs
427,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,19.0,0,0,250655,26.0,S,Kate,Florence,Phillips, Miss
428,429,0,3,"Flynn, Mr. James",0,,0,0,364851,7.75,Q,James,,Flynn, Mr
429,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,32.0,0,0,SOTON/O.Q. 392078,8.05,S,Berk,(Berk,Pickard, Mr
430,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,28.0,0,0,110564,26.55,S,Mauritz,Hakan,Bjornstrom-Steffansson, Mr
431,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,,1,0,376564,16.1,S,Percival,(Florence,Thorneycroft, Mrs
